URL,Titre,Nom entreprise,Adresse,Date de publication,description
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0BPA0_wx9cDprZ7BJ5N77NUbc2ajC2I_x_zlGmtNnAwCfgmTUExHA28Yma9NzXrLsTN4stEHdEuocdTfP8hBmaakm9ZUCKPYcZAg0YExzTak9_N3-S77YYoZtvUW0y4EHqK1Kwq_IHMV2MKxNx2-t-vrD9Oa8BF6SUSxVWgWbZ4bHnjoUa7lKGjPNx7h-jX-UAdXvbzAl8z3jSy-SJ1KnDzLJx_eW2rAs30kMHjL2dtvxY3Yn_S-hFRc62YjyPt5Iu5ZtFwgZHmOQmRKQ8U63kdAD6PKKxDLjsqB7I5O677HWPS8QX46BjcdLvb6_1RT-u6tKlC4lY3dHC2-fNhC28MM0XbtygfWYGPNARiQdiwax3JWKxEYkAciKGQjWOpW3aT1THdKAZ-gwjAGT4EeCTuttM5GjRXfD5yIBONcXuLUbu6ydFE4BzU9eWJdJnAOwdIgrFLN4_7-lZq1OE_3K4UET3IxtR6-v0OP9dQn__BR_m8Ele3AVxN0xKvlAoH1nE=&p=3&fvj=1&vjs=3,Développeur Software 3D / Unity 3D / RM & RA / Hololens - Paris - H/F,Theoris,75010 Paris 10e,2019-09-02 16:00:39.110956,"<p>Vous êtes passionné de <b>Développement Software 3D temps réel</b> dans la <b>Réalité Mixte</b>, <b>Réalité Augmentée</b> ou <b>Réalité Virtuelle</b>. Vous voulez contribuer à des projets d'<b>innovation technologique</b> dans ces domaines, et travailler auprès d'experts techniques référents.</p><p><b>THEORIS</b> est une société d’ingénierie logicielle spécialisée dans les <b>technologies 3D interactives</b>, intervenant dans les domaines de la <b>Réalité Augmentée, Mixte et Virtuelle</b>, de la <b>Simulation</b> et des <b>Environnements immersifs</b>, du <b>Traitement d'images</b> et de la <b>Visualisation3D</b>, en tant qu'expert-conseil et intégrateur de solutions innovantes.</p><p>Pour participer au <b>développement</b> de Systèmes de <b>Réalité Mixte / Augmentée</b> sous <b>Hololens</b>, ou de <b>Systèmes immersifs</b> de <b>Simulation</b> pour des grands noms de l’industrie française, nous recherchons, en <b>CDI</b>, plusieurs Ingénieurs de Développement Software,</p><ul><li>possédant un background technique solide en développement <b>C/C++/C#</b> et plus spécifiquement en <b>informatique 3D temps réel</b> (familier des méthodes mathématiques et de l’algorithmie associée),</li><li>maitrisant les outils et les technologies utilisés dans ce type d’environnement:</li><li><b>librairies 3D</b>,</li><li><b>Unity 3D</b></li><li><b>capture de mouvement</b>, <b>tracking</b>, <b>moteurs de rendu</b>,</li><li>Développement <b>3D</b> pour casques de <b>RA</b> / <b>Hololens</b>, casques de <b>RV</b> / <b>HTC Vive</b>, <b>Simulateurs et Systèmes immersifs</b>,</li><li><b>traitement d’image</b>, <b>visualisation 3D</b>, <b>segmentation et reconstruction 3D</b>.</li></ul><p>Ces postes sont basés à Paris (75010)</p><p>Type d'emploi : Temps plein, CDI</p><p>Salaire : 36&nbsp;000,00€ à 50&nbsp;000,00€ /an</p><p>Expérience:</p><ul><li>Développement C++ / 3D: 1 an (Requis)</li></ul><p>Formation:</p><ul><li>Bac +5 (Master / MBA) (Requis)</li></ul><p>Certificats et autres accréditations:</p><ul><li>Autorisation de travail en France en cours de validité (Requis)</li></ul>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0CiPpMlP4pYETjTx9_k_XKsM0xq2bc1vM3ECthSFUJs0nTOpAoQNRBYKcUiAbeGd6FLCuvzKH505B61gfT7C5_o1tGlPpb4Lbf5UEdBfBw_d0WU1pYiEaN_1Km2IHDBv65Ixd2bICzplYJQPsf7QPBnY0R3QVR0u-AS0RCby3EIwhBQaDF84ZGw9lehpaD86rToqBN4h8SMQ1AX_ssy4Lh_n14q6L65n91o7F2EK3Ruc4-k22_E-XHljDWI2fkN9JSo1E9i7LtWhhv2Gnr_-1Y5mSCB34am4jqKWnrgzdaktu6MjrSSAXF8LTJic5pAa_OW_UwTpeRL-Zzja2cFrixgXb7ktIPSjBcdzyhk_cBq2Rx_GKlh1JJupaMSulNWdvzdQQfJEf0aQ1WZlK3ccjLzQQuDMsb05aBhWXsXGLl3uoyeH7sFiQ6T&p=4&fvj=0&vjs=3,Développeur Python H/F,Logware,Paris (75),2019-09-02 16:00:54.317310,"<div><p>Je vous propose d’intégrer un client ayant bien amorcé sa transition digitale mais qui souhaite poursuivre son ambition en déployant l’agilité@scale et en développant ses services Cloud en continuous delivery à l’échelle mondiale</p>
<p>
Nous recherchons un développeur Python expérimenté afin de l’accompagner dans la réalisation de son projet ambitieux au sein d’équipes soucieuses des principes de l’Agilité (organisation, philosophie et méthodologie de développement)</p>
<p>
Votre mission principale consistera à créer des API REST en garantissant un code propre et performant</p>
<div>
Le « nice profil » :<br>
<ul><li>Diplômé(e) de l’enseignement supérieur (Bac+5 Minimum)</li><li>Expérience de 3 ans minimum à un poste similaire dans un environnement AGILE Scrum</li><li>Maîtrise de Python 3 (Flask), outils CI/CD (ex : Jenkins / Ansible), API, outils de versioning (Git ou SVN), TDD, Sonar…</li><li>Anglais courant (contexte international)</li><li>Rémunération selon profil et expérience</li><li>Mobilité en région parisienne</li><li>Enfin vous ferez la différence grâce à votre curiosité, votre capacité d’adaptation, votre esprit d’équipe, votre envie d’amélioration continue, votre rigueur et votre agilité !</li></ul></div>
<p>
Si ce poste vous a donné l’envie de nous rejoindre, vous pouvez le faire en 2mn chrono avec l’envoi de votre candidature à c.gallos@logware.fr !<br>
Nous saurons vous assurer une belle carrière au sein de Logware avec des propositions de missions à fort challenge, des formations et un suivi régulier pour vous accompagner tout au long de notre collaboration</p>
<p>
Référence : #LI-CG3</p></div>"
https://www.indeed.fr/pagead/clk?mo=r&ad=-6NYlbfkN0AtFAOVYquSy8vMzyjBWOxkfrpHwQATlMMyGSJSwptcoQMqDckLNDnfGHOMNvktQmnVB8-I_0gwiMZagjkkwJLvLfsrdzAsfJKKQJAyNRumXLgnRFyXw1hNLoDMWJVoG314jhcdLCElgY6wM500JFOIOh6CzUPJlHuFl_6ZH-rR-o6UvRWPzypBquzPCzP2kZVuS_jz37nRGQva0K73BPvdQVKvuwY970XS3_sI4LSlH-LpCLAjAubP8VWVaXGmumvJfSdL0-EZLzWJGAc8FvY4MYWSwSyFTGSafUj9W8zGAe8p3fhVxIVCZib8CD_-ly8KVd8nbnFMG3UqscEZjLpqthKgcaCSXF8bnpkvVf8pqT5Wni9i_as0yXmT6HdVbYTCJu7FieX_c7HQVTlI-T3OTpvr59adghChc70D7SawoDQ1HG-bf1x7Xa-Dz_H77xM=&p=5&fvj=1&vjs=3,Développeur Informatique H/F,VALENTE SECURYSTAR,94320 Thiais,2019-10-01 16:01:11.365334,"<p>VALENTE SECURYSTAR, fabricant de portes blindées, menuiseries métalliques, serrures, cylindres...</p><p>Vous souhaitez évoluer dans un secteur en forte croissance dans une entreprise très dynamique.</p><p>Description de la mission</p><p>Vous participerez au développement des solutions logiciel.</p><p>Profil</p><p>De formation spécialisée minimum bac +2 en informatique, vous avez une première expérience réussie en milieu professionnel. Vous avez de bonnes capacités à travailler en autonomie comme en équipe.</p><p>Une expérience sur les langages et outils suivants est recherchée :</p><p>Visual Basic<br>Javascript et environnement React, HTML et CSS<br>Un langage orienté objet<br>Une expérience sur les bases de données :</p><p>Access<br>SQL (Server)<br>Type d'emploi : CDI</p><p>Rémunération :<br>Salaire : 1850,00€</p><p>1 850€ + 10 Heures supplémentaire à 25% pendant la période d’essai (2 mois) soit un total de 2002 euro / mois.</p><p>Type d'emploi : CDI</p><p>Salaire : 1&nbsp;850,00€ /mois</p><p>Expérience:</p><ul><li>développeur informatique h/f ou similaire: 1 an (Souhaité)</li></ul>"
https://www.indeed.fr/rc/clk?jk=295d5ac7d77152f8&fccid=dd616958bd9ddc12&vjs=3,ALTERNANCE – n° 30 Développeur Java / PHP - PARIS H/F,Crédit Agricole Technologies & Services,Paris (75),,"<div></div><div><h3 class=""jobSectionHeader""><b>Métier
</b></h3><p>Informatique / Réseaux</p><h3 class=""jobSectionHeader""><b>
Titre du poste
</b></h3><p>ALTERNANCE – n° 30 Développeur Java / PHP - PARIS H/F</p><h3 class=""jobSectionHeader""><b>
Description du poste
</b></h3><p>Tu recherches une alternance dans une entreprise innovante ? Tu voudrais développer tes compétences et ton expérience? Voici ce que nous te proposons :<br>
<br>
Tes missions :<br>
<br>
Au sein du Pôle Produit Entreprise, tu intégreras la Tribu International &amp; Digital où tu travailleras sur un outil qui est mis à la disposition des vendeurs de produits dérivés pour la gestion de la conformité.<br>
Ainsi, accompagné(e) de ton tuteur, tu participeras au développement en mode Agile et Interface avec le Product Owner pour intégration des besoins.
</p><h3 class=""jobSectionHeader""><b>Profil
</b></h3><div>Profil recherché<br>
<br>
Tu prépares un Bac +3 (Licence ou école d'ingénieur) et vous recherchez une alternance (contrat de professionnalisation ou apprentissage) 2 ans.<br>
Geek assumé et entrepreneur dans l'âme, tu souhaites apprendre et développer votre culture IT et accroître ta maitrise dans le développement et dans la gestion de projet.<br>
<br>
Environnement technique<br>
<br>
<ul><li>Java/ PHP/ MySql</li></ul></div><h3 class=""jobSectionHeader""><b>
Contrat
</b></h3><p>Alternance</p><h2 class=""jobSectionHeader""><b>
Localisation du poste</b></h2><h3 class=""jobSectionHeader""><b>
Localisation du poste
</b></h3><p>Ile-de-France, Paris (75)</p><h3 class=""jobSectionHeader""><b>
Lieu de travail
</b></h3><p></p><div>PARIS<div></div>
</div><p></p><h2 class=""jobSectionHeader""><b>Critères candidat</b></h2><h3 class=""jobSectionHeader""><b>
Niveau d'études min. requis
</b></h3><p>Bac+3</p></div>"
https://www.indeed.fr/rc/clk?jk=b5268c024d654724&fccid=9ff6bf8aacf150d4&vjs=3,Assistant développeur Front (H/F),OUI.sncf,Paris (75),2019-09-27 16:01:39.310358,"<div><p>SIDH (Service d’Itinéraires et de Données Horaires) est le moteur d’itinéraire de la SNCF. Ce backend est un applicatif stratégique qui traite plus d'un milliard de requêtes par mois, provenant de plus d'une centaine de clients tel que les agences de voyages dont Oui.sncf, Eurostar, les BLS (bornes libre-service) pour la partie distribution et les médias IV (l'app SNCF) pour la partie Informations Voyageurs.
</p><div>Le métier principal de SIDH est le chargement de plan de transports afin de les rendre disponible à la recherche. Pour ce faire, nous avons besoin d’une multitude d’environnements (de l’assemblage à la production). Pour chacun de ces environnements, une configuration est faite afin de définir les plages de chargement (Hesperides). Celles-ci sont définies de manière à ce qu’il n’y ait pas de chevauchement. Le projet grandissant nous avons de plus en plus de données différentes à charger. Il devient dont fastidieux de trouver un bon créneau en regardant uniquement les différentes configurations.
<br>
Pour répondre à cette problématique, nous avons besoin de mettre en place :
<br>
<ul><li>Un outil cartographiant les différentes plages de chargement sur tous les environnement (en consommant l’API web de Hesperide)
</li><li>Un outil permettant de visualiser, en temps réel, le déclanchement des chargements sur les environnements (ces données sont déjà présentes dans une base de données)
</li></ul>Cela a pour objectif de mieux monitoring nos environnements mais aussi de mieux agencer nos plages de chargement.</div></div>
<br><div><ul><li>Prise en mains de l’API web d’Hesperide
</li><li>Développement de l’interface web permettant de cartographier les plages de chargement
</li><li>Ajout à cette interface la visualisation temps réel des chargements</li></ul></div><p></p>
<br><div><p>De formation BAC+5 en école d'ingénieur, vous disposez idéalement d'une expérience dans le domaine (stage/alternance),
<br>
Attentes techniques :
</p><ul><li>Bonnes bases en Javascript ou Java
</li><li>Bonnes bases sur le développement d’application Web
</li><li>Connaissance d’un framework front serait apprécié (AngularJS, React ou VueJS)</li></ul></div><p></p>"
https://www.indeed.fr/company/CREATIVE-INGENIERIE/jobs/D%C3%A9veloppeur-PHP-a9ad542cdf32fb9b?fccid=ff2a72ef3947eade&vjs=3,Développeur PHP H/F,CREATIVE INGENIERIE,Paris 6e (75),2019-09-24 16:01:51.279943,"<p><b>LES MISSIONS QUI TE SERONT CONFIEES : </b></p><p>Dans le cadre de d’un projet client, tu interviendras directement au sein de ses équipes en tant qu’Ingénieur développement backend.</p><p>Rattaché(e) au chef de projet, ton rôle est de participer au développement de la solution.</p><p>Vous participerez au sein d'une équipe à :</p><ul><li>Intégrer une équipe dynamique, qui aime les défis et qui pratique l'agilité au quotidien.</li><li>Travailler avec des passionnés de front-end / back-end .</li><li>Contribuer aux développements de la plateforme</li><li>Développer en mode micro-services</li><li>Participer aux orientations techniques et aux recherches d'optimisation</li></ul><p><b>PARLONS DE TOI : </b></p><p>Chez CREATIVE, on aime la diversité, y compris dans les caractères et personnalités ! Pour ce poste, tu as toutes tes chances si tu es consciencieux, méthodique et incollable sur le développement backend.</p><p>De formation Bac+5, écoles d'ingénieurs ou universitaire, tu justifies d'une expérience significative <b>d’au moins 5 ans dans le domaine du développement d’application web back-end</b>.</p><p>Tu maitrises <b>le langage PHP </b>ainsi que le <b>Framework Symfony .</b></p><p><b>La connaissance du javascript est un plus.</b></p><p><b>POURQUOI NOUS CHOISIR</b></p><p>Notre agence parisienne fait peau neuve et vient de s’installer dans 6ème arrondissement de Paris sous les toits du boulevard Saint Germain des Prés. Nous avons misé sur un aménagement confortable et propice à la bonne ambiance !</p><p>Ce qui nous caractérise :</p><p>- la proximité, l’écoute, et l’ouverture d’esprit, dans une ambiance fun et détendue ! Chez nous, on aime les moments de partage et de détente autour d’activités sportives ou ludiques, et de soirées entre collègues.</p><p>- notre implication dans de nombreux évènements numériques locaux, dont tu pourras être l’ambassadeur CREATIVE.</p><p>- notre expertise technique est notre ADN ! Tu auras l’opportunité de travailler au sein de notre filiale entièrement dédiée à la recherche et au développement : CREATIVE Innovation.</p><p>… Et pour plein d’autres raisons dont nous parlerons de vive voix !</p><p>*Poste en CDI<br>Lieu du poste : Région Parisienne<br>Salaire selon profil et expériences*</p><p>Type d'emploi : CDI</p><p>Salaire : 40&nbsp;000,00€ à 55&nbsp;000,00€ /an</p><p>Expérience:</p><ul><li>développement PHP: 5 ans (Souhaité)</li></ul><p>Langue:</p><ul><li>Anglais (Souhaité)</li></ul>"
https://www.indeed.fr/rc/clk?jk=a88bee6c673082af&fccid=08cedfdd897011ae&vjs=3,Développeur iOS (H/F),Meetic Group,Paris (75),2019-10-02 06:02:08.289429,"<div>Job Description<br>
<br>
<p>Derrière la plateforme Meetic, c’est le travail d’équipe, la passion et la créativité de nos centaines de salariés en Europe qui nous permet de proposer aujourd’hui le plus large choix de services de rencontre du marché.</p><p>
Notre mission est de concevoir l'Appli de rencontres de demain afin de satisfaire nos <b>millions d'utilisateurs par mois.</b></p><p>
Rejoignez <b>la communauté iOS</b> pour concevoir l'Appli de rencontres de demain !</p><p><b>
Notre environnement tech : </b>Xcode, Swift, GIT, Fastlane, CocoaPods, Jenkins…</p><p><b>
Notre organisation et nos méthodologies :</b> Feature teams, Scrum, Intégration continue, Test Driven Development...</p><p></p><br>
<p><b>
Venez faire un bout de chemin avec nous :</b></p><p>
Epanouissez-vous dans un environnement de travail collaboratif, stimulant et dynamique.</p><p>
Evoluez en <b>Feature Teams</b> regroupant toutes les compétences nécessaires pour créer un produit de qualité et différenciant : devs, produit, design, scrum, qualité.</p><p>
Contribuez à notre <b>culture Tech</b> où les principes du Crafts, l’autonomie, le partage et l’implication sont de mise.</p><p>
Progressez chaque jour dans une architecture modulaire en constante évolution.</p><p>
Participez à l’amélioration des pratiques de développement, challengez les process en place pour augmenter sans cesse la qualité de l’expérience des célibataires.</p><p>
Enrichissez vos connaissances au travers d’e-learning, de conférences, de Meetup et BBL.</p><p>
Exprimez votre créativité en participant à nos hackathons et rejoignez une équipe sympa, dynamique, constamment dans la recherche du progrès et de l'excellence technique.</p><p></p><br>
<p><b>
Au quotidien :</b></p><p>
Vous produisez un code de qualité, testé et maintenable par l’ensemble de l’équipe. On vous donne les moyens et le temps de délivrer un produit qui saura combler les célibataires.</p><p>
Vous êtes autonome et responsable de vos développements de A à Z : implémentation, tests, amélioration continue de l’architecture applicative jusqu'à la mise en prod.</p><p>
Dans les workshops, vous êtes partie prenante pour inventer, avec le Produit et le Design, de nouvelles fonctionnalités.</p><p>
Vous avez des idées et vous les mettez en œuvre pour que l’expérience utilisateur soit agréable et fun.</p></div>
<br>
<div>Qualifications<br>
<br>
<p><b>Votre profil</b></p><p>
Le développement iOS vous passionne et rien ne vous ferait manquer la WWDC.</p><p>
Encore mieux, vous avez déjà une application sur le Store à votre actif.</p><p>
Vous êtes passionné par le développement, ne jurez que par le code de qualité et raisonnez toujours ""user first"".</p><p>
Vous avez les compétences? Nous saurons les faire grandir ensemble!</p><p>
Vous êtes curieux, créatif et ouvert et convaincu par les principes de l'Agilté.</p><p>
Vous ne concevez pas votre métier sans partage avec vos collègues.</p><p>
Si en plus un environnement international vous stimule, alors nous sommes fait pour nous entendre.</p><p></p><br>
<p><b>
Et enfin</b></p><p>
Vous ne mettrez jamais longtemps pour venir travailler chez Meetic : nous sommes en plein cœur de Paris (gare St Lazare, RER A Auber à nos pieds, Métro M3-7-8-9).</p><p>
Si vous recherchez une histoire sérieuse, à temps complet pour une durée indéterminée, alors nous sommes faits pour faire du chemin ensemble.</p><p>
Faites le premier pas… envoyez-nous votre candidature.</p><br>
Additional Information<br>
<br>
null</div>"
https://www.indeed.fr/rc/clk?jk=4a635660dee1b3f6&fccid=cb1d983e24e21ecc&vjs=3,Chargé.e accueil Tank ,Spintank,75011 Paris 11e,2019-09-27 16:02:23.391847,"<div><h3 class=""jobSectionHeader""><b>Le Tank</b></h3>
<p>Créé en janvier 2015 par l’agence Spintank, Le Tank est un espace de 1000m2 dédié à la création numérique près de Bastille. Développeurs, communicants, formateurs et designers s’y fréquentent au quotidien en coworking ou lors d’événements.</p>
<h3 class=""jobSectionHeader""><b>
Les missions</b></h3>
<p>Intégré.e au sein de l’équipe des Tanks, vous êtes le contact privilégié de tou.te.s nos Tankers (les coworkers des Tanks) et visiteurs.</p>
<ul>
<li>Vous assurez l’accueil des clients de l’espace de coworking, résidents et nomades, et des clients de privatisations.</li>
<li>Vous répondez aux demandes des Tankers et des visiteurs.</li>
<li>Vous gérez le standard téléphonique</li>
<li>Vous réceptionnez le courrier et les colis</li>
<li>Vous participez à la gestion opérationnelle du lieu (gestion des espaces de vie et service client)</li>
<li>Vous soutenez l’activité de coworking (accueil et gestion des paiements coworkers nomades)</li>
</ul><p>Et bien d’autres missions diverses et variées liées à la vie des lieux !</p>
<h3 class=""jobSectionHeader""><b>
Votre profil</b></h3>
<ul><li>Vous présentez une première expérience dans une fonction d’accueil idéalement dans un espace de coworking</li>
<li>Vous aimez le contact avec la clientèle et avez un sens aigu du service</li>
<li>Vous avez un intérêt et un goût pour la culture numérique</li>
<li>Vous êtes rigoureux.se et autonome, structuré.e, dynamique, souriant.e</li>
</ul><h3 class=""jobSectionHeader""><b>Les modalités</b></h3>
<ul><li>Type de contrat : CDI</li>
<li>Démarrage : Octobre 2019</li></ul></div>"
https://www.indeed.fr/company/UNLCK/jobs/D%C3%A9veloppeur-PHP-Symfony-Junior-cea9d9400a70413d?fccid=03235002b83d9697&vjs=3,Développeur PHP Symfony Junior,UNLCK,Paris (75),2019-09-20 16:02:36.573396,"<p><b>Contexte</b></p><p>Vous avez une première expérience réussie sur Symfony et vous souhaitez évoluer au contact d’une équipe expérimentée ?</p><p>Fondée dans les années 2000, cette structure s’est rapidement fait une place dans le domaine de la santé en ligne auprès des particuliers et des professionnels. La plateforme génère aujourd’hui plusieurs millions de connexions par mois et continue à évoluer.</p><p>L’objectif est donc de renforcer l’équipe backend en recrutant un nouveau développeur PHP Symfony junior en CDI<br><b>Responsabilités</b></p><p>En étroite collaboration avec le CTO, mais aussi le lead développeur, vous interviendrez sur les sujets suivants :</p><ul><li>Optimisation de l’existant et ajout de fonctionnalités</li><li>Optimisation de l’architecture en place</li><li>Gestion de la scalabilité de la plateforme</li><li>Participation, avec le reste de l’équipe, aux divers choix techniques</li><li>Intégration process DevOps sur architecture AWS</li></ul><p>Environnement technique : PHP 7, Symfony 3.4, Redis, Docker, AWS, Jenkins, MySQL<br><b>Profil</b></p><ul><li>Idéalement, vous êtes diplômé d’une formation supérieure en informatique</li><li>Vous avez une ou plusieurs expériences réussies sur le framework Symfony (dans l’idéal, version 3.4)</li><li>Vous êtes motivé, investi et faites preuve d’autonomie dans votre travail</li><li>Vous êtes sensible aux problématiques orientées DevOps (automatisation, déploiement, etc)</li><li>Le petit + : vous avez une première xp sur l’architecture AWS<b>Avantages</b></li></ul><ul><li>Locaux situés en plein cœur de Paris dans un quartier animé</li><li>Possibilité d’évoluer sur des notions plus transverses comme devops</li><li>Formations / certifications garanties</li><li>Rémunération entre 36 et 44 k€ + package: tickets restaurant, prime de participation, prime d’astreinte</li></ul><p>Avantages :</p><ul><li>Titre-restaurant / Panier</li><li>RTT</li></ul><p>Type d'emploi : Temps plein, CDI</p><p>Salaire : 36&nbsp;000,00€ à 44&nbsp;000,00€ /an</p><p>Expérience:</p><ul><li>Développeur PHP: 1 an (Souhaité)</li></ul>"
https://www.indeed.fr/rc/clk?jk=b1d626dec638c53d&fccid=d28d8a143bb8d329&vjs=3,Développeur informatique (F/H),Aryzta Food Solutions,Paris (75),2019-09-02 16:02:51.776271,"<p></p><div><div><div><p><b>Contrat d’apprentissage/de professionnalisation
</b></p><p><b>Ferrières-en-Brie – Ile-de-France (France)<br>
</b></p><p></p><p>Aryzta France développe et distribue des recettes gourmandes alliant plaisir et bienfaits
</p><p>auprès des professionnels des métiers de bouche.
</p><p></p><p>Nos marques COUP DE PATES®, OTIS SPUNKMEYER®, LA CARTE D’HUBERT® et WE
</p><p>PROUDLY SERVE® (partenariat avec Starbucks) sont des références sur le marché de la
</p><p>BVP, toujours plus innovantes et proches des attentes clients.
</p><p></p><p>Nous sommes également reconnues pour la souplesse et la réactivité de nos équipes
</p><p>commerciales et logistiques réparties sur 12 sites de distribution en France, en Belgique et au
</p><p>Luxembourg.
</p><p></p><p>Aryzta France, c’est avant tout 850 femmes et hommes engagés au quotidien dans des valeurs
</p><p>d’excellence, de passion et de proximité, au service de nos 38 000 clients et 300 partenaires
</p><p>fournisseurs.
</p><p></p><p>Après 30 ans d’existence, nous poursuivons notre transformation en positionnant l’humain au
</p><p>cœur de notre stratégie.
</p><p></p><p><b>Description du poste et missions :
</b></p><p></p><p>Véritable Business Partner, vous prenez en charge le développement et le déploiement de
</p><p>nouvelles fonctionnalités des applications sous Windev/Webdev.
</p><p>Vous participez à la création des solutions B.I sur Qliksense, ainsi qu’à la gestion de base de
</p><p>données SQL Server avec mise en place de procédures stockées, trigger, packages SSIS.
</p><p>Pour cela, vos missions sont les suivantes :
 </p><p>Analyser les besoins et travailler en mode AGILE sur les différents projets confiés
 </p><p>Participer à l’élaboration des cahiers des charges et au développement des solutions
 </p><p>Contribuer à la documentation et à la recette
 </p><p>Piloter les phases de déploiement et assurer la communication avec les différentes
</p><p>équipes.
</p><p></p><p><b>Profil recherché :<br>
</b></p><p><br>
Titulaire ou en cours d'obtention d'un Bac +3 informatique, technologique, ou scientifique, vous<br>
disposez d’une première expérience en stage ou en alternance.
<br>
<br>
Vous avez une bonne connaissance des bases de données et des outils BI.<br>
<br>
Votre autonomie, votre rigueur ainsi que votre curiosité seront les qualités requises pour mener<br>
à bien votre poste.<br>
</p></div></div><div><div><p><br>
En complément de votre expérience, bénéficiez d'un accompagnement dédié dès votre arrivée<br>
pour vous assurer les meilleures chances de réussite.<br>
<br>
<b>Déroulement des entretiens :</b><br>
<b>
 </b></p><p>Un call de 30 minutes avec les RH<br>
 Un entretien avec le Chef de projets et les RH
</p><p><b>Date début de contrat : </b>ASAP<b>
</b></p><p><b>Durée hebdomadaire travail : </b>35h/semaine
</p><p><b>Merci d’adresser votre candidature à </b>Pierrick DUFOUR</p></div></div></div><p></p>"
https://www.indeed.fr/company/LEC-Conseil/jobs/D%C3%A9veloppeur-Fullstack-F-H-ad4f8380f4e66e4a?fccid=3d3e7ac112fae637&vjs=3,Développeur Fullstack F/H,Tiime,Paris (75),2019-09-27 16:03:04.741552,"<p><b>Qui sommes-nous ? </b></p><p>Tiime est une start-up de la Fintech qui révolutionne l'entreprenariat grâce à l’intelligence artificielle !</p><p>Notre mission : Libérer l'entrepreneur de la paperasse et faciliter la vie des comptables en leur proposant une nouvelle approche et une nouvelle philosophie de la comptabilité.<br>Comment ? En mettant les nouvelles technologies et l’intelligence artificielle au coeur des process de production. Nous éditions ""LES"" applications et plateformes les plus intuitives et innovantes pour satisfaire au mieux nos clients.</p><p>La recette de notre succès ? Une équipe partageant les mêmes valeurs et vision : l’ambition, le travail d’équipe et la conviction que la digitalisation du métier de la comptabilité c’est l’avenir !</p><p>Aujourd'hui, nous sommes en pleine croissance et recherchons les talents qui nous permettront de continuer à grandir et de devenir le n° 1 sur le marché de l'entrepreneuriat. Dans ce contexte, nous recherchons un développeur web fullstack pour développer et maintenir certains de nos outils. Tu pourras également intervenir auprès de l’équipe marketing afin d’automatiser des actions de growth hacking.</p><p><b>Missions</b></p><ul><li>Mise à jour de nos sites internet (drupal/wordpress): développement de modules, script de traitement formulaires, intégration de pages statiques/dynamiques</li><li>Maintenance corrective et adaptative sur nos applicatifs métiers : mise à jour des API, test, création de webservices</li><li>Développement front-end / back-end pour enrichir et créer de nouvelles solutions</li><li>Développement de script de growth marketing (utilisation d’API, scrapping, outils d’automation marketing)</li></ul><p><b>Profil</b></p><p>Cursus informatique Bac+2/Bac+3 : BTS/DUT/Licence pro informatique</p><ul><li>Tu as le sens du détail, tu es rigoureux(se), consciencieux(se), passionné(e) d'informatique.</li><li>Tes compétences techniques te permettent d'évoluer sur des sujets variés.</li><li>Tu aimes le travail en équipe et tu sais aussi faire preuve d'autonomie</li></ul><p><b>Technologies</b></p><ul><li>Maitrisées : HTML, CSS, Javascript, PHP</li><li>Les plus : Angular, jquery, Symfony, git, drupal, wordpress, Python</li></ul><p>Ce que Tiime t’offre :</p><ul><li>Un environnement de start-up made in France en pleine croissance</li><li>De l’autonomie avec un champ d’action très large</li><li>Environnement Agile avec des collègues souriants et sympathiques</li><li>Un cadre agréable en plein coeur Paris (9ème arrondissement)</li><li>Des parties de baby-foot et de jeux vidéos</li><li>Carte de restaurant, remboursement de 50% du pass navigo, mutuelle</li><li>Equilibre vie pro / vie perso</li></ul><p>Prends part à une aventure humaine au coeur d'enjeux entrepreneuriaux ! Impatient de nous rencontrer ? Nous avons hâte aussi !</p><p>Type d'emploi : Temps plein</p>"
https://www.indeed.fr/company/Ciorane/jobs/D%C3%A9veloppeur-Mobile-Ios-Android-065d1fed56ad3eff?fccid=54f101fb37310c9a&vjs=3,Développeur Mobile IOS/ANDROID,Ciorane,Paris (75),2019-10-02 14:03:20.005707,"<p>Pour une mission basée dans la région parisienne, la société Ciorane recherche pour un de ses clients, un consultant Développeur Mobile avec une bonne expérience.</p><p><b>Vos missions seront de</b>:</p><p>Participer au développement d’une nouvelle application sur Ioset android<br>Reprendre et corriger le code existant<br>Développer de certaines fonctionnalités<br>Procéder aux tests et recettes</p><p><b>Compétences exigées: </b><br>La maîtrise de l'environnement IOSnatif</p><p>La maîtrise de l'environnement Android natif<br>L'anglais serait apprécié également.</p><p>Type d'emploi : Temps plein, CDI</p><p>Expérience:</p><ul><li>développeur mobile ios/android ou similaire: 3 ans (Requis)</li></ul>"
